Team Name,Offensive Touchdowns,Yards Per Play,Yards Per Completion,Yards Per Attempt,Yards Per Rush,Red Zone Efficiency,Goal To Go Efficiency,Total First Downs,3rd Down Efficiency,4th Down Efficiency,Turnover Rate,Sack Rate
IND,2,5.9,9.231,6.9,5.5,0.5,0.5,19,0.364,0.667,0.066,0.066
MIN,0,4.9,9.708,6.1,3.93,0.0,0.0,28,0.357,1.0,0.037,0.012
JAC,1,3.3,6.214,4.0,3.111,1.0,1.0,10,0.455,0.0,0.07,0.07
DEN,2,4.7,8.273,6.1,3.391,0.5,0.0,16,0.538,0.0,0.0,0.036
KC,1,4.6,8.679,5.8,3.0,0.25,0.333,19,0.438,1.0,0.0,0.062
ATL,2,6.4,12.478,7.6,5.656,0.333,0.5,25,0.357,0.5,0.014,0.041
NO,2,7.0,16.812,10.8,3.556,0.333,1.0,14,0.385,0.0,0.0,0.0
SF,2,6.8,13.52,9.4,3.409,0.333,0.0,24,0.455,0.0,0.016,0.049
TB,2,3.7,5.833,3.6,4.074,0.5,0.5,18,0.357,1.0,0.0,0.034
PIT,4,4.2,12.286,5.9,3.256,0.75,1.0,21,0.438,0.5,0.027,0.04
WAS,3,4.1,10.706,5.4,2.727,1.0,1.0,19,0.357,0.0,0.017,0.051
TEN,2,5.7,8.722,6.8,6.286,0.333,0.0,19,0.333,0.0,0.0,0.137
LAC,3,5.4,11.714,9.1,3.718,0.6,0.5,23,0.4,1.0,0.0,0.0
NYJ,0,3.8,5.818,3.7,4.647,0.0,0.0,17,0.462,0.333,0.018,0.055
ARZ,4,7.1,11.773,10.8,4.594,0.8,1.0,28,0.714,1.0,0.0,0.018
PHI,4,5.4,10.733,7.3,4.921,0.8,1.0,24,0.364,1.0,0.031,0.077
DAL,0,2.6,2.882,1.7,4.042,0.0,0.0,11,0.214,1.0,0.089,0.054
DET,3,5.6,16.0,8.0,3.281,0.667,1.0,19,0.583,0.0,0.081,0.0
HOU,2,3.8,10.105,5.8,2.0,0.5,0.5,16,0.4,0.0,0.031,0.062
MIA,2,4.5,8.55,6.1,3.045,0.667,1.0,15,0.462,0.0,0.038,0.057
LA,0,4.8,8.031,5.6,3.889,0.0,0.0,20,0.25,0.0,0.029,0.059
WAS,2,4.2,7.773,5.3,3.321,1.0,1.0,18,0.25,0.5,0.016,0.048
PHI,3,6.2,11.444,7.4,5.7,0.333,0.5,23,0.562,0.0,0.0,0.029
GB,3,8.5,20.0,15.3,4.24,0.6,0.667,19,0.2,0.0,0.023,0.023
CHI,2,5.8,9.217,6.8,5.265,0.5,1.0,23,0.562,1.0,0.0,0.044
JAC,0,3.6,7.588,4.4,2.412,0.0,0.0,10,0.2,0.5,0.021,0.021
DET,7,8.5,16.63,13.6,4.558,1.0,1.0,38,0.6,1.0,0.0,0.0
LV,2,5.3,8.933,6.2,3.75,0.333,0.333,22,0.571,1.0,0.016,0.048
MIA,4,5.5,9.679,7.5,3.154,0.75,0.75,25,0.667,1.0,0.0,0.031
LA,4,7.9,16.389,10.9,4.458,0.75,0.5,19,0.25,1.0,0.0,0.0
NE,2,5.3,8.862,6.6,4.167,0.4,0.5,26,0.429,0.0,0.028,0.042
CLE,2,6.3,12.567,8.0,3.3,0.0,0.0,22,0.231,0.333,0.0,0.043
NO,5,8.2,11.773,8.9,7.643,0.667,1.0,19,0.5,1.0,0.034,0.017
IND,3,5.0,12.05,8.0,2.6,0.75,1.0,18,0.4,0.5,0.015,0.03
NYJ,3,4.9,7.364,5.6,4.55,0.667,0.0,10,0.308,0.0,0.0,0.058
BAL,2,6.1,12.812,6.2,6.526,1.0,1.0,16,0.364,0.0,0.056,0.037
PIT,0,4.1,7.87,5.0,3.588,0.0,0.0,18,0.25,0.0,0.014,0.054
MIN,3,4.7,11.8,7.4,2.485,1.0,1.0,24,0.357,0.0,0.015,0.03
TEN,1,5.3,15.353,8.4,1.737,0.0,0.0,11,0.4,0.0,0.018,0.091
ATL,0,4.0,8.8,5.7,2.381,0.0,0.0,13,0.308,1.0,0.018,0.071
DEN,5,6.7,10.536,8.9,4.038,1.0,1.0,22,0.545,1.0,0.0,0.017
SEA,2,4.9,7.8,6.1,4.087,1.0,1.0,19,0.462,0.5,0.017,0.068
SF,2,4.9,6.952,5.2,4.852,0.667,1.0,21,0.636,0.0,0.018,0.035
KC,3,5.0,7.87,5.5,4.588,1.0,1.0,19,0.5,0.0,0.038,0.038
BUF,4,5.2,9.704,6.6,3.355,0.75,1.0,24,0.6,0.5,0.014,0.0
CIN,3,5.8,12.214,6.8,4.4,0.5,0.5,24,0.294,1.0,0.0,0.038
LAC,4,6.9,16.471,7.8,6.2,0.5,0.5,24,0.273,1.0,0.016,0.032
HOU,3,6.5,10.87,7.4,5.64,0.5,1.0,21,0.333,0.5,0.017,0.017
DAL,1,4.9,9.818,5.8,3.556,0.0,0.0,24,0.333,0.0,0.025,0.063
PIT,2,5.5,11.81,8.6,3.529,0.5,1.0,17,0.438,0.333,0.015,0.06
CLE,3,5.5,12.167,8.1,3.148,0.75,1.0,17,0.1,1.0,0.055,0.018
KC,3,5.8,8.37,6.1,6.346,0.4,1.0,27,0.615,1.0,0.0,0.074
CAR,2,5.8,11.857,7.1,4.048,0.333,1.0,21,0.385,1.0,0.0,0.034
MIN,3,7.0,14.261,9.4,4.593,0.429,0.5,22,0.462,0.0,0.015,0.046
CHI,3,5.5,10.0,6.7,3.545,1.0,1.0,20,0.353,0.667,0.014,0.041
TEN,3,5.6,13.167,9.5,4.0,1.0,0.0,19,0.286,1.0,0.045,0.121
HOU,2,4.8,11.0,6.7,2.353,0.5,0.0,12,0.231,0.0,0.037,0.074
DET,3,5.4,9.731,7.0,4.152,0.75,1.0,26,0.6,0.0,0.0,0.042
IND,0,5.5,15.636,6.1,4.571,0.0,0.0,11,0.25,0.0,0.0,0.0
NE,1,4.3,8.318,4.8,4.095,0.0,0.0,14,0.214,0.333,0.032,0.063
MIA,4,5.7,10.621,7.7,2.708,0.75,0.667,23,0.333,0.0,0.015,0.03
TB,4,7.3,12.25,9.8,4.906,0.8,0.75,24,0.545,0.5,0.016,0.0
NYG,1,4.4,7.682,5.3,3.8,0.333,0.5,17,0.455,0.0,0.018,0.071
DAL,2,5.4,10.042,7.5,3.25,0.667,1.0,19,0.182,0.0,0.016,0.016
WAS,3,6.1,10.68,7.0,5.8,1.0,1.0,19,0.333,0.0,0.045,0.06
DEN,2,5.0,10.48,6.2,2.864,0.5,1.0,19,0.4,0.0,0.0,0.015
LV,1,5.0,9.677,5.7,4.312,0.2,0.333,21,0.286,1.0,0.027,0.068
SF,1,5.1,11.588,6.8,2.75,1.0,1.0,11,0.3,0.0,0.064,0.043
GB,5,4.9,12.0,6.8,4.024,1.0,1.0,22,0.462,0.5,0.0,0.03
ARZ,0,5.3,10.375,6.7,3.5,0.0,0.0,15,0.25,0.0,0.018,0.089
SEA,1,4.7,10.0,7.1,2.6,0.5,1.0,17,0.5,0.0,0.016,0.082
PHI,4,7.1,11.133,7.6,6.978,0.4,0.333,24,0.6,0.0,0.0,0.015
LA,3,4.9,8.25,5.5,5.111,0.5,1.0,23,0.0,1.0,0.017,0.085
BAL,4,6.5,11.062,8.0,5.73,1.0,1.0,19,0.533,1.0,0.0,0.017
LAC,2,4.8,9.619,5.6,4.15,1.0,1.0,19,0.357,1.0,0.0,0.067
CHI,3,5.1,11.15,5.7,5.2,1.0,1.0,17,0.467,0.0,0.0,0.085
DET,2,5.9,10.048,6.2,5.879,0.4,0.667,25,0.357,1.0,0.014,0.029
NYG,2,4.2,6.238,4.1,5.524,1.0,1.0,17,0.25,1.0,0.034,0.102
DAL,2,4.7,9.286,5.4,3.812,0.5,1.0,21,0.467,0.0,0.0,0.0
MIA,2,5.8,9.081,7.3,2.786,0.5,0.0,21,0.286,0.6,0.015,0.077
GB,3,7.3,13.048,9.8,4.56,0.6,0.667,19,0.455,0.0,0.0,0.0
LV,2,6.9,13.826,9.1,4.64,0.0,0.0,20,0.25,0.0,0.016,0.048
KC,1,4.9,10.231,5.8,3.938,0.2,0.0,18,0.438,0.0,0.0,0.075
LAC,0,4.1,7.706,5.5,3.294,0.0,0.0,10,0.273,0.0,0.022,0.109
ATL,1,4.5,9.75,6.0,3.135,0.25,0.333,24,0.214,0.5,0.052,0.013
PIT,4,7.9,14.138,10.8,4.231,0.5,0.5,28,0.444,0.0,0.015,0.03
CIN,4,6.6,10.071,7.4,6.2,0.8,1.0,25,0.5,0.0,0.053,0.07
HOU,2,5.3,9.909,6.4,4.32,0.333,0.5,20,0.385,1.0,0.0,0.033
JAC,2,5.6,11.5,6.6,3.88,0.5,1.0,19,0.333,1.0,0.015,0.0
ARZ,1,5.3,8.129,5.6,4.968,0.167,0.0,25,0.385,0.0,0.026,0.013
MIN,2,5.4,9.762,6.6,4.533,0.5,1.0,19,0.125,1.0,0.02,0.098
IND,3,4.4,9.083,4.5,4.235,0.75,1.0,20,0.455,1.0,0.034,0.0
NE,2,6.5,9.25,7.4,6.452,0.333,0.0,23,0.545,0.0,0.015,0.062
SEA,2,4.5,8.75,5.6,3.652,0.667,0.0,16,0.308,0.5,0.035,0.053
NYJ,2,4.2,8.048,4.3,4.238,0.667,1.0,17,0.385,0.333,0.032,0.032
TEN,2,4.9,11.667,5.7,3.182,0.5,0.0,12,0.417,0.0,0.04,0.04
WAS,6,6.0,7.84,6.5,5.933,0.714,1.0,29,0.643,1.0,0.013,0.026
TB,2,5.8,9.5,6.1,6.051,0.4,0.5,27,0.167,1.0,0.026,0.052
CAR,2,5.4,11.115,6.3,3.714,0.25,0.0,19,0.375,0.0,0.015,0.015
LA,3,5.9,11.857,6.9,5.379,1.0,1.0,22,0.444,0.5,0.0,0.036
NO,1,4.8,7.667,5.0,4.613,0.0,0.0,19,0.333,0.667,0.0,0.0
PHI,3,4.7,10.182,5.9,4.242,0.667,1.0,17,0.333,1.0,0.0,0.037
BAL,2,5.2,8.957,5.7,5.188,0.4,1.0,24,0.4,0.5,0.0,0.042
SF,1,5.1,7.818,4.8,5.667,0.333,0.0,15,0.3,1.0,0.064,0.043
BUF,5,6.6,10.857,8.4,5.789,1.0,1.0,20,0.5,1.0,0.0,0.0
CLE,4,6.6,13.971,8.2,3.348,0.75,0.75,28,0.474,1.0,0.036,0.036
DEN,3,6.6,16.333,8.4,4.077,0.5,1.0,19,0.462,0.0,0.033,0.0
GB,4,6.6,16.583,10.0,4.125,0.8,0.75,17,0.2,0.0,0.022,0.022
DET,4,5.1,8.75,6.8,3.265,0.8,1.0,27,0.467,0.8,0.013,0.013
NYJ,2,6.4,11.815,8.2,3.952,0.4,1.0,23,0.333,1.0,0.0,0.048
MIA,3,5.7,10.03,7.0,2.316,0.75,1.0,28,0.111,1.0,0.0,0.0
ATL,2,7.1,14.696,9.1,4.938,0.4,0.5,25,0.538,0.333,0.043,0.014
MIN,6,7.7,14.455,11.4,4.792,1.0,1.0,23,0.667,0.0,0.0,0.071
NO,2,4.4,10.0,6.5,2.788,1.0,1.0,18,0.333,0.0,0.015,0.03
NYG,1,4.4,10.143,4.3,4.87,0.333,1.0,16,0.263,0.5,0.014,0.027
CAR,2,4.4,9.684,5.4,3.471,1.0,1.0,20,0.438,0.6,0.014,0.014
PHI,3,5.2,5.929,4.0,6.742,1.0,1.0,18,0.583,0.0,0.0,0.071
CLE,2,4.3,8.167,4.8,4.16,0.333,0.0,20,0.154,0.75,0.043,0.043
PIT,3,4.3,9.8,5.7,3.429,0.5,0.5,15,0.429,0.0,0.016,0.016
LV,1,4.5,8.478,5.3,3.64,0.25,0.5,16,0.308,1.0,0.031,0.031
TB,4,7.1,14.889,9.2,5.846,1.0,1.0,21,0.417,1.0,0.051,0.068
JAC,1,5.0,9.565,7.1,2.731,0.5,0.0,16,0.462,1.0,0.034,0.017
TEN,0,4.4,7.684,4.6,4.5,0.0,0.0,17,0.5,0.0,0.0,0.032
SEA,3,6.7,9.708,7.8,5.677,0.4,0.5,18,0.467,0.0,0.0,0.0
ARZ,2,5.7,9.4,6.2,5.261,0.333,1.0,21,0.333,1.0,0.032,0.032
BUF,6,8.2,15.545,9.2,6.059,1.0,1.0,25,0.556,0.0,0.0,0.0
LA,5,6.3,13.913,10.7,3.262,0.833,0.667,28,0.733,1.0,0.0,0.0
CHI,2,3.1,5.222,3.9,3.238,1.0,1.0,14,0.4,0.0,0.019,0.135
SF,5,7.4,16.05,12.3,3.853,0.833,0.8,22,0.5,1.0,0.016,0.016
LAC,2,5.1,9.238,6.5,3.917,0.667,1.0,20,0.462,1.0,0.0,0.053
KC,1,4.6,8.417,5.5,3.84,0.333,1.0,20,0.533,0.0,0.0,0.046
CIN,3,6.7,10.879,8.2,3.895,0.5,1.0,23,0.4,0.0,0.015,0.031
DAL,2,5.5,10.375,5.4,6.24,0.5,1.0,17,0.333,0.5,0.034,0.051
LA,0,4.6,10.0,5.9,3.737,0.0,0.0,14,0.267,1.0,0.0,0.0
SF,0,3.6,9.143,4.1,3.316,0.0,0.0,11,0.25,0.0,0.019,0.057
DAL,3,5.9,11.056,6.9,5.275,0.75,0.0,24,0.5,0.0,0.014,0.014
CAR,2,4.7,9.211,6.3,3.75,0.5,1.0,16,0.273,1.0,0.08,0.12
KC,3,4.1,8.524,4.5,3.771,0.5,1.0,18,0.389,0.0,0.0,0.0
CLE,1,4.4,6.35,3.7,6.619,0.0,0.0,16,0.333,0.0,0.1,0.083
MIA,1,3.6,5.931,4.3,2.737,0.5,0.0,18,0.308,1.0,0.065,0.048
HOU,2,3.6,5.778,4.0,3.85,0.667,0.5,12,0.385,1.0,0.02,0.08
NYJ,4,7.4,17.188,9.2,5.435,0.667,1.0,22,0.4,1.0,0.0,0.019
JAC,2,5.5,9.194,6.2,4.69,0.5,0.333,27,0.533,0.0,0.026,0.026
WAS,2,4.4,7.56,6.1,3.914,0.667,0.667,23,0.529,1.0,0.0,0.108
NO,2,4.8,11.733,5.5,4.312,0.5,1.0,17,0.273,1.0,0.02,0.059
BAL,5,7.5,13.095,11.0,5.484,0.5,1.0,25,0.818,0.0,0.017,0.051
NYG,2,3.9,8.227,4.9,2.75,0.5,0.5,19,0.167,0.6,0.017,0.05
CIN,4,5.8,10.346,7.3,3.885,0.6,0.6,24,0.769,0.0,0.062,0.016
TEN,4,5.8,10.034,7.7,3.192,1.0,1.0,25,0.625,0.0,0.092,0.015
NE,2,6.3,10.263,8.5,4.833,0.667,1.0,17,0.0,0.5,0.02,0.041
ARZ,2,6.2,9.28,7.3,5.094,0.75,1.0,21,0.667,0.0,0.0,0.0
IND,1,4.3,9.471,4.2,4.656,0.0,0.0,18,0.267,0.5,0.069,0.028
DEN,3,3.2,6.05,3.7,2.667,1.0,0.0,13,0.353,0.0,0.049,0.016
BUF,6,8.2,15.739,10.6,5.794,0.714,0.714,28,0.5,1.0,0.0,0.0
DET,6,6.8,12.447,8.0,3.2,1.0,1.0,30,0.462,1.0,0.013,0.039
TB,4,7.6,12.864,10.5,5.718,0.25,0.0,24,0.6,1.0,0.03,0.015
LAC,2,4.3,7.909,5.1,2.909,0.667,0.0,14,0.0,0.0,0.042,0.062
PIT,1,4.0,7.643,4.9,3.294,0.5,1.0,10,0.3,0.0,0.024,0.049
PHI,3,5.2,10.8,8.4,3.119,0.5,0.75,26,0.588,1.0,0.026,0.039
GB,3,6.0,11.45,8.5,4.118,0.5,0.5,21,0.417,0.0,0.016,0.0
SEA,1,3.7,6.4,3.9,5.0,0.0,0.0,14,0.308,0.0,0.036,0.125
CHI,1,4.5,9.0,5.3,3.897,0.333,0.0,16,0.083,0.333,0.016,0.032
MIN,3,4.6,8.958,5.4,3.931,0.75,1.0,24,0.5,0.0,0.014,0.028
ATL,1,4.6,8.455,5.5,4.541,0.0,0.0,14,0.308,0.0,0.018,0.053
LV,1,3.8,8.0,4.7,2.955,1.0,1.0,16,0.286,1.0,0.046,0.062
DEN,3,5.6,8.448,6.1,5.238,1.0,1.0,22,0.385,1.0,0.0,0.032
LAC,4,6.2,11.435,8.5,4.179,0.75,1.0,23,0.5,0.0,0.016,0.033
HOU,2,5.4,9.87,5.8,4.941,0.333,0.5,20,0.538,0.0,0.034,0.034
KC,3,5.4,8.964,6.1,4.429,0.6,1.0,25,0.538,0.5,0.0,0.014
PIT,2,5.3,9.0,6.0,4.875,1.0,1.0,19,0.4,0.0,0.033,0.05
BAL,3,6.7,13.2,8.6,5.789,0.6,1.0,25,0.4,0.0,0.016,0.016
NYG,1,4.3,8.591,4.8,3.462,0.5,0.5,14,0.333,0.0,0.055,0.055
ATL,2,5.1,11.222,7.5,3.342,0.5,1.0,22,0.571,0.0,0.015,0.0
ARZ,3,6.0,8.8,5.5,7.103,0.75,1.0,23,0.462,1.0,0.031,0.047
CAR,5,6.0,8.765,5.7,6.75,0.75,1.0,22,0.429,1.0,0.0,0.046
DET,4,7.3,14.304,10.3,4.562,0.4,1.0,27,0.583,0.0,0.0,0.015
CHI,2,6.5,12.423,8.1,3.471,0.333,1.0,19,0.2,0.75,0.034,0.034
CLE,1,4.3,6.25,3.7,6.167,0.333,0.5,18,0.25,0.333,0.048,0.079
CIN,3,5.8,9.13,7.0,5.273,0.667,0.667,21,0.364,0.0,0.018,0.071
TEN,4,5.4,10.522,7.1,2.955,1.0,1.0,18,0.455,0.0,0.053,0.018
IND,5,7.4,17.571,11.2,6.7,0.667,1.0,19,0.533,1.0,0.016,0.016
LA,2,4.8,7.857,5.8,4.258,0.4,1.0,17,0.5,0.0,0.02,0.0
NYJ,1,5.1,8.786,5.9,3.75,0.333,0.0,17,0.385,0.4,0.032,0.016
PHI,3,4.8,8.467,4.5,5.41,0.5,1.0,20,0.188,1.0,0.028,0.056
WAS,5,5.8,10.625,6.5,4.708,0.75,1.0,23,0.538,0.667,0.078,0.016
MIN,3,4.8,9.864,6.2,3.375,1.0,1.0,19,0.25,1.0,0.0,0.048
SEA,3,6.0,9.742,7.0,3.933,1.0,1.0,23,0.2,1.0,0.033,0.033
NE,3,5.6,11.5,7.0,4.2,0.667,1.0,28,0.583,1.0,0.044,0.029
BUF,2,5.6,9.5,5.2,6.143,1.0,1.0,19,0.364,1.0,0.017,0.017
JAC,2,5.0,9.44,6.1,3.429,1.0,1.0,15,0.4,0.5,0.033,0.016
LV,2,4.7,10.208,6.4,2.556,0.667,1.0,21,0.286,0.0,0.0,0.03
SF,2,6.1,11.269,7.3,4.5,0.4,0.5,20,0.385,0.0,0.016,0.049
MIA,2,6.0,9.773,6.3,5.533,0.333,1.0,22,0.333,0.0,0.0,0.0
TB,3,5.9,8.903,6.4,5.826,1.0,1.0,25,0.5,0.0,0.029,0.057
DAL,2,5.7,11.0,8.2,1.55,1.0,1.0,15,0.333,0.0,0.0,0.018
NO,0,3.7,8.6,4.3,3.35,0.0,0.0,14,0.364,0.0,0.038,0.057
GB,4,5.9,12.706,7.2,4.821,1.0,1.0,24,0.462,1.0,0.0,0.0
KC,4,6.7,11.034,8.4,3.45,0.8,1.0,20,0.3,1.0,0.0,0.0
PIT,1,5.0,7.043,4.4,6.516,0.25,0.5,23,0.5,0.0,0.027,0.068
BAL,4,7.1,16.455,10.6,5.837,1.0,1.0,25,0.444,0.0,0.0,0.016
HOU,0,3.9,8.5,4.8,3.412,0.0,0.0,10,0.267,0.0,0.019,0.093
SEA,0,5.2,8.412,6.2,4.88,0.0,0.0,12,0.385,0.0,0.02,0.059
CHI,0,3.1,4.75,2.7,4.478,0.0,0.0,11,0.333,0.5,0.017,0.121
LAC,4,5.6,10.808,7.0,3.973,0.5,1.0,29,0.588,1.0,0.0,0.0
NE,1,3.8,6.538,3.5,4.8,0.0,0.0,11,0.2,0.0,0.021,0.083
DEN,3,5.5,8.583,6.6,4.556,0.5,1.0,19,0.333,1.0,0.017,0.033
CIN,4,5.9,9.846,7.8,4.107,0.571,0.6,34,0.538,0.333,0.012,0.083
ARZ,1,5.4,8.576,5.9,5.136,0.25,0.5,24,0.462,0.0,0.027,0.054
LA,1,4.8,11.118,5.9,3.091,0.5,0.5,12,0.4,0.0,0.0,0.0
NYJ,2,4.9,7.348,5.3,5.333,0.5,1.0,20,0.444,0.0,0.053,0.07
BUF,5,5.6,14.765,9.0,2.853,1.0,1.0,23,0.571,0.0,0.0,0.0
TEN,1,5.3,9.368,5.7,5.3,0.5,0.0,23,0.5,0.5,0.016,0.047
JAC,2,5.2,11.533,7.9,3.697,1.0,1.0,18,0.615,0.0,0.0,0.035
LV,2,5.2,11.6,6.6,4.105,0.5,0.5,22,0.556,0.0,0.0,0.014
NO,1,5.1,9.4,5.2,6.231,0.0,0.0,13,0.1,1.0,0.038,0.075
IND,4,6.1,12.308,8.4,3.818,0.6,1.0,25,0.538,0.5,0.041,0.027
NYG,5,7.3,18.176,13.4,2.667,0.667,1.0,15,0.538,0.0,0.0,0.0
DAL,1,4.5,8.812,4.9,4.233,0.5,1.0,16,0.429,0.0,0.067,0.017
PHI,4,6.2,15.154,10.4,4.262,0.6,0.5,20,0.462,1.0,0.0,0.0
CAR,2,4.4,11.0,5.9,3.0,1.0,0.0,13,0.222,0.0,0.0,0.109
TB,5,7.4,12.926,10.9,5.05,0.625,0.8,33,0.714,0.0,0.0,0.027
MIA,2,4.9,9.364,7.9,2.741,1.0,1.0,18,0.182,0.0,0.0,0.07
CLE,0,3.6,6.75,3.4,4.071,0.0,0.0,18,0.412,0.0,0.026,0.013
GB,3,4.8,8.789,5.6,4.333,0.75,1.0,17,0.571,0.0,0.018,0.053
MIN,3,6.3,11.273,8.7,2.654,0.5,0.5,26,0.5,0.0,0.014,0.014
ATL,3,5.6,11.105,6.0,5.478,1.0,1.0,23,0.2,1.0,0.017,0.033
WAS,4,5.4,8.167,5.4,6.0,0.667,0.667,29,0.462,1.0,0.013,0.065
DET,5,6.4,11.038,8.4,4.606,0.75,1.0,23,0.643,0.667,0.0,0.029
SF,5,7.9,13.333,10.0,4.167,1.0,1.0,29,0.625,1.0,0.033,0.033
CLE,1,4.2,9.667,5.1,2.947,0.333,0.0,13,0.333,0.0,0.036,0.036
BAL,4,6.5,13.562,6.8,6.286,0.75,1.0,20,0.5,0.0,0.0,0.0
CIN,1,4.4,6.649,5.3,3.238,0.25,0.0,21,0.385,0.0,0.028,0.056
PIT,2,3.3,7.0,3.8,3.217,1.0,1.0,16,0.333,0.0,0.017,0.069
CAR,6,6.5,10.385,7.7,5.167,0.833,1.0,25,0.583,1.0,0.0,0.0
ATL,5,7.0,14.762,8.2,5.974,0.8,1.0,31,0.643,0.667,0.013,0.013
WAS,3,4.9,7.429,5.0,6.278,1.0,1.0,18,0.462,1.0,0.018,0.109
DAL,1,5.0,11.4,6.7,3.846,0.167,0.25,23,0.412,0.5,0.0,0.027
CHI,2,3.9,6.714,4.7,3.192,1.0,1.0,16,0.5,1.0,0.035,0.018
GB,2,6.0,10.824,7.4,5.545,0.333,1.0,20,0.3,0.0,0.033,0.049
JAC,2,4.7,10.3,6.4,3.324,0.667,0.667,19,0.357,0.0,0.015,0.029
IND,2,5.6,10.957,6.3,5.206,0.333,1.0,24,0.333,0.0,0.0,0.039
BUF,2,4.0,7.167,4.0,3.939,1.0,1.0,16,0.4,0.25,0.0,0.0
NE,2,5.1,10.545,7.7,2.567,0.333,0.5,19,0.333,1.0,0.016,0.016
NO,1,4.6,8.769,5.4,3.368,0.5,1.0,19,0.231,0.667,0.0,0.032
TB,3,6.2,10.286,6.8,5.774,0.667,0.0,20,0.625,1.0,0.016,0.016
HOU,2,6.4,9.278,6.0,7.138,0.25,0.5,18,0.417,0.5,0.017,0.017
TEN,1,5.2,14.312,8.8,2.656,0.0,0.0,14,0.333,0.667,0.017,0.033
NYG,1,4.4,6.273,4.8,4.0,0.0,0.0,10,0.286,0.5,0.019,0.0
PHI,2,4.5,9.333,6.1,2.04,0.5,0.0,21,0.214,0.5,0.0,0.029
SF,3,6.0,10.276,6.9,4.929,1.0,1.0,26,0.385,0.5,0.041,0.027
ARZ,6,6.3,9.68,6.9,5.593,1.0,1.0,26,0.364,1.0,0.0,0.0
KC,0,3.0,7.1,4.2,2.455,0.0,0.0,5,0.111,0.5,0.0,0.152
DEN,5,6.7,12.346,11.1,3.674,0.8,1.0,29,0.714,1.0,0.0,0.0
LAC,3,6.6,12.0,9.3,3.914,0.5,0.6,26,0.5,1.0,0.0,0.014
LV,2,5.5,9.0,6.3,3.25,0.5,0.0,16,0.222,0.5,0.021,0.0
SEA,4,6.3,10.5,7.8,5.25,1.0,1.0,18,0.545,0.0,0.0,0.038
LA,2,6.2,11.815,7.8,4.0,0.5,1.0,20,0.357,0.667,0.015,0.046
MIA,2,4.9,7.96,4.9,5.87,0.4,0.5,21,0.25,1.0,0.059,0.059
NYJ,4,6.0,11.174,6.9,5.364,0.8,0.667,22,0.417,0.5,0.016,0.048
MIN,0,4.2,7.889,3.5,6.316,0.0,0.0,14,0.231,0.0,0.0,0.032
DET,4,6.0,8.0,6.5,5.742,1.0,1.0,24,0.417,0.5,0.03,0.03
LAC,1,4.8,15.071,6.6,2.778,0.0,0.0,15,0.273,0.0,0.074,0.074
HOU,2,6.1,11.864,7.9,4.941,0.5,0.0,20,0.357,1.0,0.043,0.043
PIT,2,6.2,12.55,8.4,2.636,0.0,0.0,11,0.455,0.0,0.0,0.089
BAL,4,6.4,10.312,7.9,5.98,0.75,1.0,29,0.667,0.0,0.0,0.014
DEN,1,5.3,10.357,6.3,4.647,0.0,0.0,13,0.222,0.333,0.0,0.048
BUF,3,6.5,13.05,10.0,4.773,0.2,0.333,26,0.533,1.0,0.0,0.028
GB,1,5.0,9.75,5.9,4.28,0.333,0.5,17,0.538,0.5,0.067,0.033
PHI,2,5.1,9.308,5.8,4.971,0.25,0.0,16,0.182,1.0,0.0,0.035
WAS,2,5.1,11.167,7.7,2.485,0.4,0.333,22,0.533,0.6,0.0,0.014
TB,2,6.5,12.2,10.2,4.04,0.667,1.0,19,0.556,0.0,0.023,0.023
MIN,1,3.8,6.52,4.1,4.818,0.0,0.0,20,0.353,0.25,0.028,0.127
LA,2,5.7,10.632,7.5,4.091,0.5,1.0,16,0.2,0.0,0.0,0.039
HOU,1,5.2,9.842,6.7,5.138,0.333,0.0,18,0.588,0.0,0.0,0.123
KC,2,4.2,10.125,6.5,2.273,0.4,0.667,14,0.364,0.5,0.0,0.06
WAS,5,6.6,13.591,9.6,4.333,1.0,1.0,27,0.333,0.75,0.0,0.0
DET,4,7.7,12.8,7.4,8.739,0.5,1.0,30,0.333,1.0,0.074,0.029
LA,2,5.7,11.192,6.6,5.286,0.4,0.667,18,0.375,0.5,0.029,0.071
PHI,3,5.7,4.333,3.3,8.382,0.0,0.0,16,0.4,1.0,0.0,0.115
BAL,3,7.3,13.333,9.6,5.867,0.667,0.5,23,0.7,1.0,0.053,0.035
BUF,3,4.6,7.875,5.7,4.083,0.75,0.667,20,0.455,1.0,0.0,0.017
WAS,2,4.5,8.367,5.1,3.96,0.5,0.0,22,0.412,0.667,0.052,0.039
PHI,8,7.0,11.5,8.2,6.361,1.0,1.0,28,0.5,1.0,0.0,0.03
BUF,4,5.5,10.318,6.7,4.594,1.0,1.0,22,0.357,0.667,0.0,0.029
KC,4,5.8,12.944,9.0,3.857,0.667,0.667,28,0.556,1.0,0.016,0.032
KC,3,5.6,10.762,7.1,4.455,1.0,0.0,12,0.273,0.0,0.061,0.122
PHI,3,4.9,12.353,9.1,3.0,0.667,0.5,21,0.25,0.0,0.014,0.029
