Team Name,Vs,Total Yards,Total Plays,Yards Per Play,Time of Possession,1st Down,Passing 1st Down,Rushing 1st Down,1st Down From Penalties,3rd Downs Converted,3rd Down Attempts,4th Downs Converted,4th Down Attempts,Red Zone Score,Red Zone Trips,Goal To Go Score,Goal To Go Trips,Passing Yards,Pass Completions,Pass Attempts,Yards Per Pass,Passing Touchdowns,Sacks Allowed,Sack Yards Lost,Rushing Yards,Rush Attempts,Yards Per Rush,Rushing Touchdowns,Penalties Committed,Penalty Yards,Turnovers,Fumbles Lost,Interceptions Thrown,Defense/Special Teams Touchdowns,Interception For Touchdown,Fumble Recovery For Touchdown,Kickoff Return For Touchdown,Punt Return For Touchdown,Field Goals Made,Field Goal Attempts,Extra Points Made,Extra Point Attempts,Safeties,Two Points Converted,Two Points Attempted,GameID
MIN,ATL,363,73,5.0,31:32,23,13,8,2,7,16,1,1,3,6,1,2,217,25,36,6.0,2,4,19,146,33,4.4,1,1,4,2,2,0,0,0,0,0,0,3,3,2,2,0,1,1,2553804
ATL,MIN,370,67,5.5,28:28,18,12,6,0,10,18,0,0,1,2,1,2,260,21,38,6.8,1,1,8,110,28,3.9,1,8,62,2,1,1,0,0,0,0,0,4,4,2,2,1,0,0,2553804
SEA,BAL,151,47,3.2,19:56,6,5,1,0,1,12,0,1,0,1,0,0,123,13,28,4.4,0,4,34,28,15,1.9,0,5,29,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2553808
BAL,SEA,515,75,6.9,40:04,29,11,16,2,6,13,1,2,3,6,3,4,217,26,33,6.6,1,1,8,298,41,7.3,3,3,11,2,2,0,0,0,0,0,0,3,3,4,4,0,0,0,2553808
ARZ,CLE,58,48,1.2,23:35,7,3,3,1,1,12,0,1,0,0,0,0,17,11,20,0.9,0,7,41,41,21,2.0,0,4,40,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2553813
CLE,ARZ,326,71,4.6,36:25,17,9,7,1,6,17,1,2,3,4,1,1,213,19,30,7.1,2,1,6,113,40,2.8,1,6,65,0,0,0,0,0,0,0,0,2,3,3,3,0,0,0,2553813
LA,GB,187,55,3.4,24:44,10,6,3,1,5,14,0,2,0,0,0,0,119,13,28,4.3,0,1,11,68,26,2.6,0,5,36,2,1,1,0,0,0,0,0,1,2,0,0,0,0,0,2553817
GB,LA,391,68,5.8,35:16,21,10,10,1,7,14,1,1,1,4,1,1,207,20,26,8.0,1,4,21,184,38,4.8,1,8,57,2,2,0,0,0,0,0,0,2,3,2,2,0,0,0,2553817
TB,HOU,332,63,5.3,31:20,21,10,8,3,3,13,2,2,4,5,3,3,251,21,30,8.4,2,2,14,81,31,2.6,2,9,90,1,1,0,0,0,0,0,0,3,3,4,4,0,0,0,2553823
HOU,TB,496,62,8.0,28:40,26,22,2,2,3,11,1,1,3,4,1,2,443,30,42,10.5,5,3,27,53,17,3.1,0,9,115,1,1,0,0,0,0,0,0,2,2,1,1,0,1,4,2553823
WAS,NE,432,77,5.6,37:10,23,14,8,1,9,17,0,0,1,4,0,1,308,29,45,6.8,1,3,17,124,29,4.3,1,4,30,2,1,1,0,0,0,0,0,2,2,2,2,0,0,0,2553827
NE,WAS,327,63,5.2,22:50,18,13,4,1,3,12,1,2,1,1,0,0,220,24,44,5.0,1,0,0,107,19,5.6,1,4,30,1,0,1,0,0,0,0,0,1,1,2,2,0,0,0,2553827
CHI,NO,368,64,5.8,30:40,20,13,7,0,6,12,1,1,2,4,1,1,212,18,30,7.1,2,2,8,156,32,4.9,0,8,71,5,2,3,0,0,0,0,0,1,2,2,2,0,0,0,2553831
NO,CHI,301,62,4.9,29:20,18,11,6,1,7,14,0,1,3,5,3,4,214,26,35,6.1,3,0,0,87,27,3.2,0,1,5,0,0,0,0,0,0,0,0,1,2,3,3,0,0,0,2553831
IND,CAR,198,57,3.5,28:51,17,7,5,5,4,13,0,0,1,2,0,1,120,17,26,4.6,1,1,7,78,30,2.6,0,5,25,1,1,0,2,2,0,0,0,2,2,3,3,0,0,0,2553832
CAR,IND,275,71,3.9,31:09,17,7,10,0,7,16,2,3,1,2,1,1,137,24,39,3.5,1,4,36,138,28,4.9,0,10,81,3,0,3,0,0,0,0,0,2,2,1,1,0,0,0,2553832
NYG,LV,277,62,4.5,31:04,15,10,5,0,3,12,1,5,1,1,0,0,154,19,29,5.3,1,8,46,123,25,4.9,0,3,8,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2553838
LV,NYG,334,59,5.7,28:56,15,9,6,0,5,14,0,1,3,4,2,2,209,16,25,8.4,0,0,0,125,34,3.7,3,4,30,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,2553838
DAL,PHI,406,70,5.8,29:42,27,19,3,5,6,15,3,5,3,5,3,4,333,29,44,7.6,3,5,41,73,21,3.5,0,10,83,1,1,0,0,0,0,0,0,1,1,2,2,0,0,1,2553839
PHI,DAL,292,59,4.9,30:18,20,10,7,3,7,14,2,2,3,3,2,2,183,17,23,8.0,2,3,24,109,33,3.3,2,10,98,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,2553839
BUF,CIN,317,55,5.8,23:22,21,11,9,1,7,12,0,0,2,3,1,1,249,26,38,6.6,1,1,9,68,16,4.3,1,5,49,2,1,1,0,0,0,0,0,1,1,1,1,0,1,1,2553840
CIN,BUF,397,67,5.9,36:38,23,17,5,1,8,15,1,2,2,3,2,3,343,31,44,7.8,2,1,5,54,22,2.5,1,6,49,0,0,0,0,0,0,0,0,1,1,3,3,0,0,0,2553840
LAC,NYJ,191,56,3.4,25:33,14,7,5,2,7,16,0,0,2,2,2,2,107,16,30,3.6,0,5,29,84,21,4.0,2,4,39,0,0,0,1,0,0,0,1,2,2,3,3,0,0,0,2553841
NYJ,LAC,270,77,3.5,34:27,17,12,2,3,3,17,3,4,0,2,0,1,206,33,49,4.2,0,8,57,64,20,3.2,0,8,40,3,3,0,0,0,0,0,0,2,2,0,0,0,0,0,2553841
CAR,CHI,213,57,3.7,26:29,12,6,4,2,3,15,3,3,0,1,0,0,170,21,38,4.5,0,3,15,43,16,2.7,0,5,45,0,0,0,1,0,0,0,1,2,3,1,1,0,0,0,2553582
CHI,CAR,295,70,4.2,33:31,21,10,10,1,6,15,1,1,1,2,1,1,162,20,33,4.9,0,0,0,133,37,3.6,1,7,44,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,2553582
IND,NE,264,54,4.9,25:35,14,8,4,2,5,13,2,2,1,1,1,1,194,18,28,6.9,0,0,0,70,26,2.7,1,4,34,1,0,1,0,0,0,0,0,1,2,1,1,0,0,0,2553531
NE,IND,340,68,5.0,34:25,21,9,11,1,6,14,1,1,0,4,0,1,173,18,27,6.4,0,5,22,167,36,4.6,0,5,34,2,0,2,0,0,0,0,0,2,3,0,0,0,0,0,2553531
CLE,BAL,373,75,5.0,34:15,24,10,12,2,8,16,1,2,2,5,1,2,195,20,35,5.6,1,4,18,178,36,4.9,1,10,55,2,1,1,1,1,0,0,0,4,4,1,2,0,1,1,2553585
BAL,CLE,306,50,6.1,25:45,17,9,3,5,2,8,0,0,1,2,1,1,200,13,23,8.7,1,3,23,106,24,4.4,2,7,64,2,0,2,1,1,0,0,0,1,2,4,4,0,0,0,2553585
HOU,CIN,544,74,7.4,31:30,28,16,10,2,4,13,0,1,3,5,3,4,356,23,39,9.1,1,1,0,188,34,5.5,2,7,50,3,2,1,0,0,0,0,0,3,3,3,3,0,0,0,2553590
CIN,HOU,380,60,6.3,28:30,20,11,5,4,6,14,1,1,1,3,1,2,314,27,40,7.9,2,4,33,66,16,4.1,1,4,63,2,0,2,0,0,0,0,0,2,2,3,3,0,0,0,2553590
SF,JAC,437,60,7.3,33:11,20,11,8,1,4,12,1,2,1,4,0,1,293,20,28,10.5,3,2,9,144,30,4.8,1,7,90,0,0,0,0,0,0,0,0,2,2,4,4,0,0,0,2553594
JAC,SF,221,54,4.1,26:49,12,7,2,3,4,12,0,1,0,2,0,1,162,18,32,5.1,0,5,28,59,17,3.5,0,5,39,4,2,2,0,0,0,0,0,1,1,0,0,0,0,0,2553594
NO,MIN,280,61,4.6,26:54,16,10,4,2,4,14,2,2,2,2,0,0,215,26,43,5.0,2,3,17,65,15,4.3,0,9,74,2,0,2,0,0,0,0,0,1,1,0,0,0,2,2,2553599
MIN,NO,388,68,5.7,33:06,23,12,8,3,6,15,0,0,2,3,1,1,263,23,34,7.7,1,1,5,125,33,3.8,2,5,35,0,0,0,0,0,0,0,0,2,3,3,3,0,0,0,2553599
GB,PIT,399,65,6.1,29:27,17,13,3,1,8,16,2,2,1,5,0,0,283,21,40,7.1,2,1,6,116,24,4.8,0,5,32,2,0,2,0,0,0,0,0,2,2,1,2,0,0,0,2553602
PIT,GB,324,60,5.4,30:33,21,6,12,3,4,13,1,1,2,3,1,1,119,14,23,5.2,0,1,7,205,36,5.7,2,3,27,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,2553602
TEN,TB,209,59,3.5,28:20,14,10,2,2,6,15,0,2,0,2,0,2,167,19,39,4.3,0,4,32,42,16,2.6,0,5,35,1,0,1,0,0,0,0,0,2,3,0,0,0,0,0,2553605
TB,TEN,340,61,5.6,31:40,19,12,4,3,7,15,0,0,0,2,0,1,263,18,29,9.1,2,3,15,77,29,2.7,0,7,50,1,0,1,0,0,0,0,0,2,2,2,2,0,0,0,2553605
ATL,ARZ,254,65,3.9,31:42,20,5,11,4,7,14,1,2,3,4,2,2,70,12,21,3.3,1,3,24,184,41,4.5,2,4,43,0,0,0,0,0,0,0,0,1,1,2,2,0,0,1,2553611
ARZ,ATL,352,60,5.9,28:18,20,11,8,1,3,11,1,1,2,4,1,2,230,19,32,7.2,0,2,19,122,26,4.7,2,11,112,1,0,1,0,0,0,0,0,4,4,1,1,0,0,1,2553611
DET,LAC,533,64,8.3,30:34,23,13,8,2,4,13,4,5,2,4,2,3,333,23,33,10.1,2,0,0,200,31,6.5,3,4,44,0,0,0,0,0,0,0,0,2,2,5,5,0,0,0,2553616
LAC,DET,421,68,6.2,29:26,24,16,5,3,7,14,3,3,3,3,1,1,323,27,40,8.1,4,0,0,98,28,3.5,1,3,36,1,0,1,0,0,0,0,0,1,1,5,5,0,0,0,2553616
NYG,DAL,172,55,3.1,22:39,16,5,7,4,0,12,2,3,2,4,2,2,61,14,27,2.3,2,5,25,111,23,4.8,0,2,5,1,0,1,0,0,0,0,0,1,1,2,2,0,0,0,2553621
DAL,NYG,640,77,8.3,37:21,32,19,12,1,6,12,1,2,6,7,3,4,472,33,44,10.7,4,0,0,168,33,5.1,3,9,83,2,0,2,0,0,0,0,0,0,0,7,7,0,0,0,2553621
WAS,SEA,356,61,5.8,29:33,16,13,3,0,7,15,1,1,1,1,0,0,288,29,44,6.5,3,3,24,68,14,4.9,0,6,39,1,1,0,0,0,0,0,0,2,2,2,3,0,0,0,2553625
SEA,WAS,489,74,6.6,30:27,27,16,7,4,4,14,1,1,1,2,1,1,369,31,47,7.9,2,1,0,120,26,4.6,0,8,50,0,0,0,0,0,0,0,0,5,5,2,2,0,0,0,2553625
NYJ,LV,365,63,5.8,29:42,14,11,3,0,7,16,0,0,0,1,0,1,257,23,40,6.4,0,2,6,108,21,5.1,0,8,83,1,0,1,0,0,0,0,0,4,4,0,0,0,0,0,2553627
LV,NYJ,274,62,4.4,30:18,15,7,7,1,5,15,2,2,1,1,0,0,126,16,27,4.7,1,3,27,148,32,4.6,0,3,25,2,1,1,0,0,0,0,0,3,3,1,1,0,0,0,2553627
DEN,BUF,300,71,4.2,37:21,19,12,5,2,8,19,1,1,2,4,1,1,178,24,29,6.1,2,4,15,122,38,3.2,0,10,61,1,1,0,0,0,0,0,0,4,4,0,1,0,0,1,2553630
BUF,DEN,369,52,7.1,22:39,18,6,12,0,3,8,0,1,2,2,2,2,177,15,26,6.8,1,0,0,192,26,7.4,2,5,63,4,2,2,0,0,0,0,0,0,0,2,2,0,1,1,2553630
CIN,BAL,272,59,4.6,29:23,20,10,6,4,2,11,1,1,2,3,2,2,136,19,31,4.4,2,5,33,136,23,5.9,0,9,78,0,0,0,0,0,0,0,0,2,3,2,2,0,0,0,2553635
BAL,CIN,405,60,6.8,30:37,22,9,10,3,6,12,0,0,3,4,2,2,248,16,26,9.5,2,3,16,157,31,5.1,2,9,110,0,0,0,0,0,0,0,0,2,2,4,4,0,0,0,2553635
DAL,CAR,311,68,4.6,31:21,23,11,7,5,7,16,0,0,2,4,1,1,204,27,41,5.0,2,0,0,107,27,4.0,1,5,45,0,0,0,1,1,0,0,0,2,2,3,4,0,0,0,2553637
CAR,DAL,187,59,3.2,28:39,13,7,6,0,5,15,3,3,1,2,0,0,77,16,29,2.7,1,7,46,110,23,4.8,0,8,90,2,1,1,0,0,0,0,0,1,1,1,1,0,0,0,2553637
PIT,CLE,249,57,4.4,28:33,12,4,8,0,3,14,1,1,0,1,0,0,77,15,28,2.8,0,3,29,172,26,6.6,1,6,46,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2553644
CLE,PIT,259,73,3.5,31:27,20,10,7,3,4,17,1,1,1,3,1,2,163,24,43,3.8,0,1,2,96,29,3.3,1,1,10,1,0,1,0,0,0,0,0,2,2,1,1,0,0,0,2553644
CHI,DET,334,71,4.7,40:24,25,10,11,4,5,13,2,2,1,2,1,1,151,16,23,6.6,1,2,18,183,46,4.0,1,6,69,1,1,0,0,0,0,0,0,4,4,2,2,0,0,0,2553649
DET,CHI,338,59,5.7,19:36,23,14,8,1,8,11,0,0,3,3,3,3,223,23,35,6.4,2,2,13,115,22,5.2,2,5,25,4,1,3,0,0,0,0,0,0,0,3,3,1,1,1,2553649
LAC,GB,394,62,6.4,28:02,17,11,5,1,7,14,0,2,1,4,0,2,244,21,36,6.8,2,2,16,150,24,6.3,0,4,54,1,1,0,0,0,0,0,0,2,2,2,2,0,0,0,2553653
GB,LAC,397,71,5.6,31:58,23,16,5,2,7,14,0,1,1,2,0,0,295,27,40,7.4,2,3,27,102,28,3.6,1,7,46,0,0,0,0,0,0,0,0,1,2,2,3,0,0,0,2553653
ARZ,HOU,319,58,5.5,28:45,20,11,7,2,3,10,1,4,1,1,1,1,196,20,30,6.5,1,3,18,123,25,4.9,1,5,50,2,1,1,0,0,0,0,0,1,1,1,1,0,0,1,2553657
HOU,ARZ,419,67,6.3,31:15,22,18,4,0,9,13,0,1,1,4,0,0,308,28,38,8.1,2,4,30,111,25,4.4,1,3,19,3,0,3,0,0,0,0,0,0,1,3,3,0,0,0,2553657
TEN,JAC,235,38,6.2,23:34,12,6,4,2,2,7,1,1,1,1,1,1,143,13,17,8.4,2,2,15,92,19,4.8,0,7,66,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,2553662
JAC,TEN,389,69,5.6,36:26,24,13,8,3,4,12,3,4,3,5,3,3,261,24,32,8.2,2,1,1,128,36,3.6,2,4,29,0,0,0,0,0,0,0,0,2,2,4,4,0,0,0,2553662
LV,MIA,296,59,5.0,27:45,12,10,2,0,4,14,0,2,0,1,0,0,260,24,41,6.3,1,2,11,36,16,2.3,0,5,41,3,0,3,0,0,0,0,0,2,2,1,1,0,0,0,2553666
MIA,LV,422,68,6.2,32:15,21,12,7,2,3,11,0,1,1,2,0,0,323,28,39,8.3,2,1,2,99,28,3.5,0,5,44,3,2,1,0,0,0,0,0,2,3,2,2,0,0,0,2553666
NYG,WAS,292,54,5.4,25:09,13,10,3,0,5,14,0,1,1,2,1,1,201,18,26,7.7,3,9,45,91,19,4.8,0,5,33,0,0,0,1,1,0,0,0,1,1,4,4,0,0,0,2553801
WAS,NYG,404,77,5.2,34:51,28,12,13,3,5,13,1,1,2,3,1,2,230,31,45,5.1,1,4,26,174,28,6.2,1,1,5,6,3,3,0,0,0,0,0,2,2,1,2,0,0,0,2553801
TB,SF,287,67,4.3,29:09,22,14,7,1,7,14,1,3,2,4,2,2,221,29,45,4.9,1,4,25,66,18,3.7,1,3,19,2,1,1,0,0,0,0,0,0,0,2,2,0,0,0,2553676
SF,TB,420,59,7.1,30:51,22,14,7,1,4,10,0,1,2,4,2,2,305,21,25,12.2,3,4,28,115,30,3.8,0,7,66,0,0,0,0,0,0,0,0,2,2,3,3,0,0,0,2553676
NYJ,BUF,155,54,2.9,23:09,14,8,3,3,0,11,4,5,1,1,1,1,92,15,30,3.1,1,6,40,63,18,3.5,0,5,35,4,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2553680
BUF,NYJ,393,71,5.5,36:51,22,10,9,3,5,13,1,1,1,4,1,1,263,20,32,8.2,3,1,12,130,38,3.4,0,8,77,1,0,1,0,0,0,0,0,4,4,2,3,0,0,0,2553680
SEA,LA,291,63,4.6,32:06,16,12,3,1,5,15,2,2,1,2,1,2,223,24,40,5.6,1,2,13,68,21,3.2,0,12,130,1,0,1,0,0,0,0,0,3,4,1,1,0,0,0,2553685
LA,SEA,267,59,4.5,27:54,20,9,6,5,2,9,0,1,2,4,2,4,185,17,31,6.0,1,1,5,82,27,3.0,1,9,92,1,0,1,0,0,0,0,0,1,1,2,2,0,0,0,2553685
MIN,DEN,385,70,5.5,34:58,19,9,9,1,6,15,3,4,2,4,0,1,210,20,32,6.6,1,2,11,175,36,4.9,1,6,55,3,2,1,0,0,0,0,0,2,2,2,2,0,0,0,2553687
DEN,MIN,295,52,5.7,25:02,13,11,2,0,2,12,1,1,1,5,0,1,249,27,35,7.1,1,2,10,46,15,3.1,0,4,48,0,0,0,0,0,0,0,0,5,5,0,0,0,0,1,2553687
PHI,KC,238,54,4.4,27:59,16,5,10,1,3,11,0,0,3,3,2,2,124,14,22,5.6,0,5,26,114,27,4.2,3,7,61,1,0,1,0,0,0,0,0,0,0,3,3,0,0,0,2553579
KC,PHI,336,74,4.5,32:01,23,10,10,3,8,17,2,3,2,4,1,1,168,24,43,3.9,2,1,9,168,30,5.6,0,7,55,2,1,1,0,0,0,0,0,1,1,2,2,0,0,0,2553579
GB,DET,377,54,7.0,28:04,17,13,4,0,5,11,0,1,3,4,1,1,268,22,32,8.4,3,0,0,109,22,5.0,0,7,60,0,0,0,1,0,1,0,0,1,2,2,3,0,0,1,2553690
DET,GB,464,78,5.9,31:56,25,17,6,2,7,15,1,5,3,4,2,2,324,29,44,7.4,2,3,8,140,31,4.5,1,7,51,3,3,0,0,0,0,0,0,0,0,0,1,0,2,2,2553690
WAS,DAL,376,75,5.0,36:54,23,15,7,1,7,15,0,3,1,2,1,1,268,28,44,6.1,0,4,32,108,27,4.0,1,4,25,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,2553693
DAL,WAS,431,50,8.6,23:06,21,15,5,1,6,10,0,0,3,3,1,1,331,22,32,10.3,4,0,0,100,18,5.6,1,7,48,0,0,0,1,1,0,0,0,1,1,4,5,0,1,1,2553693
SF,SEA,377,65,5.8,35:30,23,10,12,1,5,11,0,0,3,4,3,3,208,21,31,6.7,1,1,1,169,33,5.1,3,3,20,1,0,1,0,0,0,0,0,1,1,4,4,0,0,0,2553695
SEA,SF,220,54,4.1,24:30,14,6,8,0,3,11,0,1,0,1,0,1,132,18,27,4.9,0,6,48,88,21,4.2,0,5,39,2,1,1,1,1,0,0,0,2,3,1,1,0,0,0,2553695
MIA,NYJ,395,69,5.7,35:41,22,14,6,2,11,16,0,1,2,3,1,1,228,21,30,7.6,1,2,15,167,37,4.5,2,6,38,3,1,2,1,1,0,0,0,2,2,4,4,0,0,0,2553532
NYJ,MIA,159,55,2.9,24:19,12,9,2,1,5,14,2,3,1,2,1,1,130,27,38,3.4,1,7,49,29,10,2.9,0,6,60,2,0,2,1,1,0,0,0,0,0,1,2,0,0,0,2553532
NO,ATL,444,67,6.6,31:34,22,13,6,3,6,14,0,0,0,5,0,1,296,24,38,7.8,0,1,8,148,28,5.3,0,6,50,2,1,1,0,0,0,0,0,5,6,0,0,0,0,0,2553697
ATL,NO,396,62,6.4,28:26,25,9,15,1,4,8,0,1,1,2,0,1,168,13,21,8.0,1,0,0,228,41,5.6,1,5,35,2,0,2,1,1,0,0,0,1,1,3,3,0,0,0,2553697
PIT,CIN,421,68,6.2,37:17,22,15,6,1,8,17,0,0,1,4,1,1,268,24,33,8.1,0,2,10,153,33,4.6,1,5,55,1,1,0,0,0,0,0,0,3,3,1,1,0,0,0,2553698
CIN,PIT,222,41,5.4,22:43,10,9,0,1,2,10,0,0,1,2,0,0,197,19,26,7.6,1,4,30,25,11,2.3,0,5,36,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,2553698
JAC,HOU,445,68,6.5,33:54,22,13,5,4,7,13,0,0,2,3,2,3,364,23,38,9.6,1,0,0,81,30,2.7,1,6,35,1,0,1,0,0,0,0,0,3,4,1,1,0,1,1,2553700
HOU,JAC,352,58,6.1,26:06,19,12,6,1,6,13,0,1,3,3,2,2,261,26,36,7.3,2,4,43,91,18,5.1,1,7,49,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,2553700
TB,IND,298,56,5.3,28:39,17,9,6,2,5,13,1,1,1,3,1,3,173,20,31,5.6,2,6,26,125,19,6.6,0,4,24,2,1,1,0,0,0,0,0,2,2,2,2,0,0,0,2553702
IND,TB,394,70,5.6,31:21,26,13,12,1,2,11,3,4,3,5,3,3,239,24,41,5.8,0,2,12,155,27,5.7,3,5,40,1,0,1,0,0,0,0,0,2,3,3,3,0,0,0,2553702
NE,NYG,283,68,4.2,34:06,18,8,10,0,4,14,2,2,1,2,1,1,136,21,35,3.9,0,2,7,147,31,4.7,1,2,13,3,0,3,0,0,0,0,0,0,1,1,1,0,0,0,2553703
NYG,NE,220,50,4.4,25:54,10,7,3,0,4,13,0,0,1,2,0,0,162,17,25,6.5,1,6,29,58,19,3.1,0,4,37,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,2553703
CAR,TEN,258,67,3.9,33:49,19,7,8,4,6,16,2,3,1,1,0,0,162,18,31,5.2,0,4,32,96,32,3.0,1,4,35,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,2553706
TEN,CAR,264,53,5.0,26:11,15,9,6,0,2,11,1,1,2,2,1,1,184,18,28,6.6,0,1,1,80,24,3.3,2,8,53,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,2553706
LA,ARZ,457,66,6.9,34:52,25,16,9,0,6,12,2,2,4,5,2,2,229,25,33,6.9,4,0,0,228,33,6.9,1,5,23,1,0,1,0,0,0,0,0,1,2,4,5,0,0,0,2553709
ARZ,LA,292,64,4.6,25:08,19,11,5,3,6,17,2,3,2,2,2,2,219,27,45,4.9,1,4,37,73,15,4.9,1,5,34,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2553709
CLE,DEN,269,70,3.8,27:12,19,10,6,3,2,13,2,5,1,3,1,2,162,20,42,3.9,1,4,28,107,24,4.5,0,8,66,3,3,0,0,0,0,0,0,2,2,0,0,0,0,1,2553711
DEN,CLE,294,62,4.7,32:48,17,5,10,2,6,14,0,1,3,5,3,4,125,13,22,5.7,1,1,9,169,39,4.3,2,8,71,1,1,0,0,0,0,0,0,2,2,3,3,1,0,0,2553711
KC,LV,360,58,6.2,30:45,23,17,6,0,5,11,0,0,3,4,3,4,291,27,34,8.6,2,1,7,69,23,3.0,2,4,40,0,0,0,0,0,0,0,0,1,1,4,4,0,0,0,2553715
LV,KC,358,58,6.2,29:15,16,12,4,0,7,14,0,2,1,3,0,0,235,23,34,6.9,1,1,13,123,23,5.3,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,2553715
BUF,PHI,505,92,5.5,40:30,29,15,13,1,13,22,1,1,4,5,1,2,332,29,51,6.5,2,1,7,173,40,4.3,2,11,80,1,0,1,0,0,0,0,0,2,4,4,4,0,0,0,2553717
PHI,BUF,378,65,5.8,26:53,24,12,9,3,4,11,0,0,4,4,2,2,193,18,31,6.2,3,2,7,185,32,5.8,2,4,30,2,1,1,0,0,0,0,0,1,1,4,4,0,0,0,2553717
BAL,LAC,361,69,5.2,33:23,20,9,10,1,4,13,1,3,1,2,1,1,164,18,32,5.1,1,2,13,197,35,5.6,1,5,42,0,0,0,0,0,0,0,0,2,3,2,2,0,0,0,2553719
LAC,BAL,279,66,4.2,26:37,16,11,5,0,7,15,1,3,1,3,1,1,193,29,44,4.4,1,3,24,86,19,4.5,0,5,41,4,3,1,0,0,0,0,0,1,1,1,1,0,0,0,2553719
CHI,MIN,317,68,4.7,35:50,18,12,6,0,8,18,1,1,0,2,0,0,199,27,37,5.4,0,3,18,118,28,4.2,0,7,76,2,2,0,0,0,0,0,0,4,5,0,0,0,0,0,2553722
MIN,CHI,242,51,4.7,24:10,15,8,3,4,2,9,0,2,1,2,0,0,169,22,32,5.3,1,2,16,73,17,4.3,0,4,24,4,0,4,0,0,0,0,0,1,1,1,1,0,0,0,2553722
SEA,DAL,406,64,6.3,23:33,25,16,4,5,9,14,0,3,4,5,4,4,334,23,41,8.1,3,1,0,72,22,3.3,2,10,130,1,0,1,0,0,0,0,0,0,1,5,5,0,0,0,2553727
DAL,SEA,411,79,5.2,36:27,33,19,8,6,8,14,1,2,4,8,2,4,275,29,41,6.7,3,4,24,136,34,4.0,1,9,127,0,0,0,0,0,0,0,0,4,4,3,3,0,1,1,2553727
DEN,HOU,282,59,4.8,26:56,16,5,9,2,0,11,3,3,1,3,1,2,164,15,26,6.3,1,3,22,118,30,3.9,1,2,8,3,0,3,0,0,0,0,0,1,1,2,2,0,0,0,2553753
HOU,DEN,353,63,5.6,33:04,14,8,5,1,4,16,1,1,2,3,2,2,264,17,28,9.4,1,5,28,89,30,3.0,1,8,81,0,0,0,0,0,0,0,0,3,3,1,1,0,0,1,2553753
LAC,NE,241,61,4.0,28:50,13,8,5,0,5,15,0,0,0,0,0,0,212,22,37,5.7,0,0,0,29,24,1.2,0,4,20,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2553729
NE,LAC,257,62,4.1,31:10,13,5,7,1,4,14,1,3,0,0,0,0,109,13,25,4.4,0,5,32,148,32,4.6,0,3,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2553729
DET,NO,347,56,6.2,27:50,18,9,7,2,6,13,0,0,3,5,1,1,205,16,25,8.2,2,1,8,142,30,4.7,2,6,45,0,0,0,0,0,0,0,0,2,2,3,3,0,0,1,2553733
NO,DET,362,67,5.4,32:10,23,12,10,1,6,12,0,1,4,4,4,4,249,19,29,8.6,1,2,18,113,36,3.1,3,6,50,2,1,1,0,0,0,0,0,0,0,4,4,0,0,0,2553733
ATL,NYJ,194,64,3.0,29:34,15,9,3,3,4,14,0,0,0,1,0,1,104,12,27,3.9,1,3,17,90,34,2.6,0,6,55,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,2553737
NYJ,ATL,259,67,3.9,30:26,14,9,3,2,2,15,2,3,0,1,0,0,197,19,38,5.2,0,4,17,62,25,2.5,0,11,71,3,2,1,0,0,0,0,0,2,2,0,0,1,0,0,2553737
ARZ,PIT,282,63,4.5,29:17,18,7,8,3,10,17,0,0,3,3,2,2,132,13,23,5.7,1,2,13,150,38,3.9,2,6,51,0,0,0,0,0,0,0,0,1,1,3,3,0,0,0,2553742
PIT,ARZ,317,58,5.5,30:43,18,13,4,1,4,11,0,1,1,3,1,2,187,18,27,6.9,1,0,0,130,31,4.2,0,9,77,1,1,0,0,0,0,0,0,1,2,1,1,0,0,0,2553742
IND,TEN,355,68,5.2,29:03,19,10,5,4,3,14,1,1,1,5,1,5,300,26,42,7.1,2,3,12,55,23,2.4,0,4,29,2,2,0,0,0,0,0,0,4,4,1,1,0,0,1,2553747
TEN,IND,381,81,4.7,38:26,25,12,12,1,6,17,0,1,2,3,2,3,204,16,33,6.2,1,6,20,177,42,4.2,2,9,74,2,2,0,0,0,0,0,0,2,2,2,3,0,0,0,2553747
