Team Name,Vs,Total Yards,Total Plays,Yards Per Play,Time of Possession,1st Down,Passing 1st Down,Rushing 1st Down,1st Down From Penalties,3rd Downs Converted,3rd Down Attempts,4th Downs Converted,4th Down Attempts,Red Zone Score,Red Zone Trips,Goal To Go Score,Goal To Go Trips,Passing Yards,Pass Completions,Pass Attempts,Yards Per Pass,Passing Touchdowns,Sacks Allowed,Sack Yards Lost,Rushing Yards,Rush Attempts,Yards Per Rush,Rushing Touchdowns,Penalties Committed,Penalty Yards,Turnovers,Fumbles Lost,Interceptions Thrown,Defense/Special Teams Touchdowns,Interception For Touchdown,Fumble Recovery For Touchdown,Kickoff Return For Touchdown,Punt Return For Touchdown,Field Goals Made,Field Goal Attempts,Extra Points Made,Extra Point Attempts,Safeties,Two Points Converted,Two Points Attempted,GameID
SEA,DET,516,78,6.6,34:04,38,22,10,6,5,10,1,2,3,4,3,4,383,38,56,6.8,1,3,12,133,19,7.0,3,8,70,2,1,1,0,0,0,0,0,0,1,3,3,1,0,1,2656753
DET,SEA,389,50,7.8,25:56,21,12,8,1,3,6,0,0,5,5,5,5,273,19,19,14.4,3,3,26,116,28,4.1,3,12,101,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,2656753
TB,ATL,333,51,6.5,27:38,21,12,8,1,6,11,0,0,2,3,2,2,173,19,24,7.2,3,1,7,160,26,6.2,0,5,47,1,1,0,0,0,0,0,0,3,3,3,3,0,0,0,2656645
ATL,TB,550,81,6.8,33:37,28,24,2,2,6,14,2,3,2,4,0,0,477,42,59,8.1,4,4,32,73,18,4.1,0,8,74,1,0,1,0,0,0,0,0,3,5,3,3,0,0,0,2656645
NYJ,MIN,254,71,3.6,29:23,17,13,2,2,5,17,0,1,2,3,1,1,218,29,54,4.0,2,3,26,36,14,2.6,0,8,76,3,0,3,0,0,0,0,0,1,1,2,2,0,0,0,2656571
MIN,NYJ,253,66,3.8,30:37,17,8,4,5,4,13,0,1,1,1,1,1,171,15,32,5.3,0,4,32,82,30,2.7,1,11,80,2,1,1,1,1,0,0,0,3,3,2,2,0,0,0,2656571
CAR,CHI,292,58,5.0,26:12,14,9,4,1,3,12,1,3,0,2,0,1,172,22,35,4.9,0,4,22,120,19,6.3,1,4,18,3,2,1,0,0,0,0,0,1,2,1,1,0,0,0,2656647
CHI,CAR,424,69,6.1,33:48,24,12,11,1,4,11,0,1,3,4,3,4,296,20,29,10.2,2,1,8,128,39,3.3,3,5,46,0,0,0,0,0,0,0,0,1,1,3,4,0,0,1,2656647
BAL,CIN,520,77,6.8,33:45,30,18,11,1,10,15,1,1,5,6,4,5,345,26,42,8.2,4,1,3,175,34,5.1,1,5,21,1,1,0,0,0,0,0,0,2,2,5,5,0,0,0,2656653
CIN,BAL,442,65,6.8,32:42,23,19,3,1,8,14,0,0,3,3,2,2,371,30,39,9.5,5,3,21,71,23,3.1,0,4,24,1,0,1,0,0,0,0,0,0,1,4,4,1,1,1,2656653
BUF,HOU,276,59,4.7,26:50,16,5,9,2,3,14,1,1,1,3,1,2,126,9,30,4.2,1,1,5,150,28,5.4,1,4,25,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,2656655
HOU,BUF,425,67,6.3,33:10,18,13,5,0,8,16,0,1,1,2,0,0,331,28,38,8.7,1,1,0,94,28,3.4,1,7,65,2,1,1,0,0,0,0,0,3,3,2,2,0,0,0,2656655
IND,JAC,447,69,6.5,31:32,25,17,7,1,7,14,1,1,3,5,2,2,348,34,45,7.7,3,4,35,99,20,5.0,1,5,34,1,1,0,0,0,0,0,0,2,2,4,4,0,0,0,2656659
JAC,IND,497,57,8.7,28:28,20,13,6,1,3,10,1,2,2,4,1,1,371,28,34,10.9,2,0,0,126,23,5.5,2,3,25,2,1,1,0,0,0,0,0,3,3,4,4,0,0,0,2656659
MIA,NE,372,75,5.0,34:20,24,10,10,4,2,11,0,1,1,2,1,1,179,18,31,5.8,0,3,15,193,41,4.7,1,6,54,2,1,1,0,0,0,0,0,3,4,0,0,0,0,1,2656664
NE,MIA,299,55,5.4,25:40,15,8,5,2,4,13,0,1,0,2,0,0,148,18,34,4.4,0,2,12,151,19,7.9,1,12,105,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,2656664
CLE,WAS,212,59,3.6,28:42,12,7,4,1,1,13,2,3,1,2,0,1,108,16,29,3.7,1,7,33,104,23,4.5,0,9,52,1,1,0,0,0,0,0,0,2,2,1,1,0,0,0,2656666
WAS,CLE,434,65,6.7,31:18,19,8,10,1,8,17,2,2,3,6,2,3,219,15,28,7.8,1,3,17,215,34,6.3,3,5,31,2,1,1,0,0,0,0,0,2,2,4,4,0,0,0,2656666
LV,DEN,330,65,5.1,31:23,20,13,5,2,7,15,0,1,1,2,1,2,215,22,37,5.8,1,3,16,115,25,4.6,1,11,79,3,0,3,0,0,0,0,0,1,1,1,1,0,1,1,2656670
DEN,LV,289,58,5.0,28:37,18,9,6,3,3,12,1,1,3,4,3,3,180,19,27,6.7,2,3,26,109,28,3.9,1,9,44,0,0,0,1,1,0,0,0,2,2,4,4,0,0,0,2656670
ARZ,SF,358,57,6.3,27:02,19,10,9,0,3,10,1,1,1,3,1,1,189,19,30,6.3,1,1,6,169,26,6.5,1,1,5,1,0,1,0,0,0,0,0,3,4,1,1,0,1,1,2656673
